Questions,Answers
What influenced his view of India and how did it affect his perception of different regions within the country?,"They were conscious of this, they gave him their devotion and loyalty. And yet his view of India was to some extent colored by the outlook he had imbibed in his early days in Gujarat. The Gujaratis were essentially a community of peaceful traders and merchants, influenced by the Jain doctrine of non-violence. Other parts of India had been influenced much less by this, and some not at all."
What was Gandhiji's perspective on the development of Indian thought and history in relation to non-violence?,"The widespread kshatriya class of warriors certainly did not allow it to interfere with war or hunting wild animals. Other classes also, including the brahmins, had been as a whole little influenced by it. But Gandhiji took an eclectic view of the development of Indian thought and history, and believed that non-violence had been the basic principle underlying it, even though there had been many deviations from it. That view appeared to be far-fetched and many Indian thinkers and historians did not agree with it. This had nothing to do with the merits of non-violence in the present stage of human existence, but it did indicate a historical bias in Gandhiji's mind.  "
What geographical factors influenced the evolution of India's national character and history?,"The accidents of geography have had a powerful effect on determining national character and history. The fact that India was cut off by the tremendous barrier of the Himalayas and by the sea produced a sense of unity in this wide area and at the same time bred exclusiveness. Over this vast territory a vivid and homogenous civilization grew up which had plenty of scope for expansion and development, and which continued to preserve a strong cultural unity. Yet within that unity, geography again produced diversity."
What were some of the factors that contributed to the development of varying characteristics and historical courses in different geographical regions of India?,"The huge northern and central plain differed from the hilly and variegated areas of the Deccan, and the people living in different geographical areas developed different characteristics. History also took a different course in the north and in the south, though often the two overlapped and joined hands. The flatness of the land, and the vast open spaces of the north, as in Russia, required powerful central governments for protection against external enemies."
What were some factors that contributed to the fragmentation of the Mughal Empire during its decline?,"Empires flourished in the south as well as the north, but the north was really the centre of empire and often dominated the south. A strong central government in the old days inevitably meant autocracy. It was not a mere accident of history that the Mughal Empire was broken up, among other causes, by the Marathas."
What was the background of the Marathas and how did it contribute to their resistance against foreign rule in India?,"The Marathas came from the hilly tracts of the Deccan, and had preserved some spirit of independence when the great majority of the dwellers on the northern plains had grown servile and submissive. The British had an easy victory in Bengal, and the people of the fertile plains there submitted with extraordinary docility. Having established themselves there, they spread elsewhere."
"What factors influence Gandhiji's approach to considering new schemes of division, partition, or re-merging?","Ignored in considering new schemes of division, partition or re-merging, unless the planning is on a world scale. Gandhiji's knowledge of India and the Indian people is profound. Though not greatly interested in history as such, and perhaps not possessing that feeling for history, that historical sense, which some people have, he is fully conscious and intimately aware of the historical roots of the Indian people. He is well informed about current events and follows them carefully, though inevitably he concentrates on present-day Indian problems. He has a capacity for picking out the essence of a problem or a situation, avoiding non-essentials. Judging everything by what he considers the moral aspect, he gets a certain grip and a longer perspective."
What were the consequences of the exodus of Indians and others during the Japanese advance in Malaya and the fall of Penang and Singapore?,"Bernard Shaw has said that though he Gandhi) may commit any number of tactical errors, his essential strategy continues to be right. Most people, however, are not much concerned with the long run; they are far more interested in the tactical advantage of the moment. Sir Stafford Cripps comes to India with the fall of Penang and Singapore, and as the Japanese advanced in Malaya, there was an exodus of Indians and others and they poured into India. They had to leave very suddenly, carrying nothing with them except the clothes they were in. Then followed the flood of refugees from Burma, hundreds of thousands of them, mostly Indians. The story of how they had been deserted by civil and other authorities and left to shift for themselves spread throughout India. They trekked hundreds of miles across mountains and through dense forests, surrounded by enemies, many dying on the way, killed by dagger or disease or starvation. That was a horrible result of the war and had to be accepted. But it was not the war that caused discrimination in treatment between Indian and British refugees. The latter were cared for as far as possible and arrangements made for their transport and assistance."
What was the impact of the racial discrimination faced by the refugees from Burma on the Indian population?,"From one place in Burma, where vast numbers of refugees were gathering, there were two roads leading to India. The better one was reserved for Britishers or Europeans; it came to be known as the white road. Horrible stories of racial discrimination and suffering reached us, and as the famished survivors spread out all over India they carried these stories with them, creating a powerful effect on the Indian mind."
What was the initial reaction upon reading the proposals put forward by Sir Stafford Cripps and the critical situation at hand?,"Much that had better to be left unsaid till some future time. As a matter of fact all the relevant issues and considerations that arose have already been made public. I remember that when I read those proposals for the first time I was profoundly depressed, and that depression was largely due to the fact that I had expected something more substantial from Sir Stafford Cripps as well as from the critical situation that had arisen. The more I read those proposals and considered their many implications, the greater was my feeling of depression."
What were the major limitations and concerns regarding the proposals for Indian affairs regarding self-determination and future governance?,"I could understand a person unacquainted with Indian affairs imagining that they went far to meet our demands. But, when analysed, there were so many limitations, and the very acceptance of the principle of self-determination was fettered and circumscribed in such a way as to imperil our future. The proposals dealt essentially with the future, after the cessation of hostilities, though there was a final clause which vaguely invited cooperation in the present. That future, while asserting the principle of self-determination, gave the right to provinces not to join the Indian union, and to form separate independent states. Further, the same right of non-accession to the Indian union was given to the Indian states, and it should be remembered that there are nearly 600 such states in India, some major ones and the great majority tiny enclaves. These states, as well as the provinces, would all join in the constitution making, would influence that constitution, and then could walk out of it. The whole background would be of separatism and the real problems of the country, economic or political, would take secondary place."
What were the challenges faced by the constituent assembly or constitution-making body during its formation?,"Their numbers, their socially backward attitude, and their threats of subsequent withdrawal. The constituent assembly or constitution-making body would be acurious mixture of elected and non-elected elements, the former chosen by separate religious electorates as well as by certain vested interests, the latter nominated by the rulers of the states. To this had to be added the fact that there would be no pressure to accept joint decisions, and the sense of reality which comes from evolving integrates and final decisions would be lacking. The tendency for many of its members would be to act in a wholly irresponsible manner, for they would feel-that they could always withdraw and refuse to accept the responsibility for carrying out those decisions."
"What sentiments and convictions have shaped the basis of the nationalist movement in India, particularly in relation to the idea of India's unity?","Any proposal to cut up India into parts was a painful one to contemplate; it went against all those deeply-felt sentiments and convictions that move people so powerfully. The whole nationalist movement of India had been based on India's unity, but the sentiment was older and deeper than the present phase of nationalism; it went far back into the remote periods of Indian history."
What was the basis of the challenge presented by the Muslim League and how was it perceived by the majority of people?,"That belief and sentiment had been strengthened by modern developments till it had become an article of faith for vast numbers of people, something that could not be challenged or controverted. A challenge had come from the Muslim League but few took it seriously, and there were certainly large numbers of Muslims who did not agree with it. Even the basis of that challenge was not really territorial, though it suggested a vague undefined partition of territory. The basis was a medieval conception of nations based on religious differences, and according to it, therefore, in every village in India there were two or more nations."
"What was the prevailing sentiment towards the partitioning of India at that time, and why was it considered unfeasible?","Uniting together, to grow up. The idea of the national state itself was giving place to the multinational state, and in the distant future there appeared a vision of a world federation. To think of partitioning India at this stage went against the whole current of modern historical and economic development. It seemed to be fantastic in the extreme."
What were the potential consequences of the British government's vague proposals regarding the partition of India during times of dire necessity and compelling disasters?,"And yet under stress of dire necessity or some compelling disaster one has to agree to many undesirable things. Circumstances may force apart ition of what logically and normally must not be divided. But the proposals put forward on behalf of the British government did not deal with any definite and particular partition of India. They opened out avista of an indefinite number of partitions both of provinces and states. They incited all the reactionary, feudal, and socially backward groups to claim partition. Probably none of them seriously wanted it because they could not stand by themselves. But they could give a lot of trouble and obstruct and delay the formation of a free Indian state. If they were backed by British policy, as they well might be, it meant no freedom at all for a long time. Our experience of that policy had been bitter and at every stage we had found that it encouraged fissiparous tendencies. What was the guarantee that it would not continue to do so, and then claim that it could not fulfil its promise because the conditions for it were lacking? Indeed the probability was that this policy would continue."
What was the significance of the proposal in terms of Indian freedom and its promise fulfillment?,"Thus this proposal was not a mere acceptance of Pakistan or a particular partition, bad as that would have been, but something much worse, opening the door to the possibility of an indefinite number of partitions. It was a continuing menace to the freedom of India and a barrier to the fulfillment of the very promise that had been made."
"What was Gandhiji's stance on the relationship between the Indian princes and the British Crown, as supported by Professor Berriedale Keith?","Communicate with the forces in some other similar state. That necessitated a right of way for foreign forces over the territory of the Indian Union. Gandhiji had repeatedly declared that he was no enemy of the princes. Indeed, his attitude has been consistently a friendly one towards them, though he had often criticized their methods of government and their denial of even elementary rights to their people. For many years, he had prevented the Congress from interfering directly with the affairs of the states, believing as he did that the people of the states should themselves take the initiative and thus develop self-confidence and strength. Many of us had disapproved of this attitude of his. Yet behind it lay one basic conviction, as he put it himself: 'One fundamental element in my attitude is that I shall never be a party to the sale of the rights of the people of the states (even) for the sake of the freedom of the people of British India.' Professor Berriedale Keith, the eminent authority on the British Commonwealth and Indian constitutions, supported Gandhiji's claim (which was the Congress claim) in regard to the states. Keith wrote: 'It is impossible for the Crown's advisers to contend that the people of the states shall be denied the rights of Indians in the provinces, and it is their clear duty to advise the King-Emperor to use his authority to secure that the princes shall enter into constitutional reforms which will result at no distant date in securing responsible government therein. No federation can be deemed in the interest of India, if in it representatives of the provinces are compelled to sit with the nominees of irresponsible rulers. There is, in fact, no answer to Mr. Gandhi's claim that the princes are bound to follow the Crown in its transfer of authority to the people.' Professor Keith had given this opinion in regard to the earlier proposal of the British government relating to federation, but it was even more applicable to the proposals brought by Sir Stafford Cripps."
What factors influenced the decision-making process regarding a state document in India's struggle for national growth and freedom?,"Individual views or opinions or personal goodwill. We had to consider a state document, carefully drafted in spite of its deliberate vagueness, and we were told that we had to accept it or reject it as a whole. And behind it lay the continuous, century-old policy of the British government, creating division in India and encouraging every factor that came in the way of national growth and freedom. Every forward step that had been taken in the past had always been hedged in by qualifications and limitations, which seemed innocuous enough at the beginning, and yet which proved to be formidable checks and brakes."
What factors influenced the decision-making process for India and its states in creating an integrated solution?,"It was possible, and even probable, that the dire consequences that seemed to flow from the proposals need not all take shape. Wisdom and patriotism, and a larger view of what was good for India and the world, would no doubt influence many people, including rulers and ministers of Indian states. Left to ourselves, we would have faced each other with confidence, considered all the complexities of the problem and the difficulties that faced each group, and after full deliberation hammered out an integrated solution. But we were not going to be left to ourselves in spite of the suggestion that we were going to exercise self-determination."
What was the extent of British government control and influence in the states during that period?,"The British government was always there, occupying strategic points, in a position to hinder and interfere in many ways. It controlled not only the whole apparatus of government, services, etc., but, in the states, its residents and political agents occupied a dominating position. Indeed the princes, autocratic as they were as regards their people, were themselves completely subject to the control of the political department which was directly under the Viceroy. Many of their principal ministers had been imposed upon them and were members of British services."
"What were the Congress committee's concerns and stance on the Cripps proposals regarding Indian unity and autonomy within a union, as outlined in their resolution?","In the course of its resolution on the Cripps proposals, the Congress committee said: 'The Congress has been wedded to Indian freedom and unity and any break in that unity, especially in the modern world, when people's minds inevitably think in terms of ever larger federations, would be injurious to all concerned and exceedingly painful to contemplate. Nevertheless the committee cannot think in terms of compelling the people in any territorial unit to remain in an Indian union against their declared and established will. While recognizing this principle, the committee feels that every effort should be made to create conditions which would help the different units in developing a common and cooperative national life. The acceptance of the principle inevitably involves that no changes should be made which result in fresh problems being created and compulsion being exercised on other substantial groups within that area. Each territorial unit should have the fullest possible autonomy within the union, consistent with a strong national state. The proposal now made on the part of the British War Cabinet encourages and will lead to attempts at separation at the very inception of a union and thus create friction just when the utmost cooperation and goodwill are most needed. This proposal has been presumably made to meet a communal demand, but it will have other consequences also and lead politically reactionary and obscurantist groups among different communities to create trouble and divert public attention from the vital issues before the country.' The committee went on to say that 'In today's grave crisis, it is the present that counts, and even proposals for the future are important insofar as they affect the present. Although they had been unable to agree to the proposals made for the future, they were anxious to come to some settlement so that, as they said, India might shoulder the burden of her defence worthily. There was no question of non-violence involved and no mention of this was made at any stage. In fact, one of the matters discussed was that there should be an Indian Minister of Defence."
What was the Congress position regarding the British government's proposals during the imminent war peril to India?,"The Congress position at this stage was that in view of the imminent war peril to India they were prepared to put aside questions about the future and concentrate on the formation of a national government which would cooperate fully in the war. They could not agree to the British government's specific proposals for the future as these involved all manner of dangerous commitments. So far as they were concerned, these proposals could be withdrawn or might remain as an indication of British intention, it being clearly understood that the Congress did not accept them. But this need not come in the way of finding a method for present cooperation."
What was the position of the British government regarding the defence of India and the transfer of control over other subjects to Indians during Sir Stafford Cripps' statements?,"It is clear that the defence of India must remain the sole charge of the British government. From Sir Stafford Cripp's repeated statements, it appeared that except for defence, all other subjects would be transferred to effective Indian control. There was even mention of the Viceroy functioning merely as a constitutional head, like the King of England. This led us to imagine that the only issue that remained for consideration was that of defence."
What was the perceived role of defense in wartime and how did it impact other national activities and functions?,"Our position was that defense in wartime might be made to cover, and to a large extent did cover, most other national activities and functions. If defense was wholly removed from the scope of the national government's work, very little might remain. It was agreed that the British commander-in-chief would continue to exercise full authority over the armed forces and military operations. It was also agreed that the general strategy would be directed by the imperial staff. Apart from this, it was claimed that there should be a defense member of the national government."
"What were the main matters to be dealt with by the proposed defence department under an Indian member, and how did discussions evolve towards a potential settlement in the midst of a deepening crisis in the war situation?","After some discussion it was agreed by sir stafford that there might be a defence department under an indian member, but the matters to be dealt with by this department were: public relations, petroleum, canteens, stationery and printing, social arrangements for foreign missions, amenities for troops, etc. This list was remarkable and made the position of an indian defence member ludicrous. Further discussions led to a somewhat different approach. There still seemed to be a considerable gap between the two viewpoints, but we seemed to be moving towards one another. For the first time I felt, and so did others, that a settlement was probable. The deepening crisis in the war situation was a continuous spur to all of us to come to an agreement."
"What were the challenges faced in meeting the peril of war and invasion, and what was the approach taken to address them?","The peril of war and invasion was great and had in any event to be met. Yet there were different ways of meeting it, or rather there was only one really effective way of doing so in the present, and much more so for the future. We felt that the psychological moment might pass, not only bringing present dangers in its train but also adding to the greater dangers of the future. New weapons were necessary as well as old, new ways of using them, new enthusiasms, new horizons, a new faith in a future that was going to be essentially different from the past and the present, and the proof of it lay in a change in the present. Perhaps our eagerness fed our optimism and made us forget for a while or minimize the width and depth of the formidable chasm that separated us from Britain's rulers. It was not so easy for the centuries-old conflict to be resolved even in face of peril and disaster; it had never been easy for an imperial power to loosen its grip on its subject dominions unless forced to do so. Had circumstances produced that force, that conviction? We did not know, but we hoped it might be so."
"What events unfolded after Lord Halifax's attack on the National Congress in the USA, particularly in Delhi, regarding the Viceroy and civil service officials' stance on a settlement and their powers?","And then, just when I was most hopeful, all manner of odd things began to happen. Lord Halifax, speaking somewhere in the U.S.A., made a violent attack on the National Congress. Why he should do so just then in far America was not obvious, but he could hardly speak in that manner, when he presented the views and policy of the British government. In Delhi it was well known that the Viceroy, Lord Linlithgow, and the high officials of the civil service were strongly opposed to a settlement and to a lessening of their powers. Much happened which was only vaguely known."
What was the outcome of the discussions with Sir Stafford Cripps regarding the functions of the Defence Minister in India?,"When we met Sir Stafford Cripps again to discuss the latest formula about the functions of the Defence Minister, it transpired that all our previous talk was entirely beside the point, as there were going to be no ministers with any power. The existing Viceroy's Executive Council was to continue, and all that was contemplated was to appoint additional Indians, representing political parties, to this council. The council was in no sense a cabinet; it was just a group of heads of departments or secretaries, and all power was concentrated in the Viceroy's hands."
What were the negotiations like regarding the viceroy's powers in the council and how did they suddenly change?,"We realized that legal changes take time and we had not therefore pressed for them, but we insisted that a convention should be observed that the viceroy was to treat this council as a cabinet and accept its decisions. we were now told that this was not possible and the viceroy's powers must remain unaltered not only in theory but in practice. this was an astonishing development which we could hardly credit, for all our previous talks had taken place on a different basis."
What steps were considered to increase India's powers of resistance against invasion and how were they intended to be implemented?,"We discussed how we could increase India's powers of resistance against invasion. We were anxious to make the Indian army feel that it was a national army and thus to introduce a patriotic element in the war. Also, to build up new armies, militias, home guards, etc., rapidly for home defence in case of invasion. All these would of course function under the commander-in-chief. We were told that we could not do so. The Indian army was really a part and section of the British army and it could not be considered, or even referred to, as a national army. It was further doubtful if we could be allowed to raise any separate forces like militias or home guards."
"Why did you hesitate to align yourself with the servile breed surrounding the viceregal throne, even though it may have offered certain advantages?","The servile breed that usually surrounded the viceregal throne. But it was inconceivable and impossible for us to accept this position at any time and more especially at that time. If we had ventured to do so we would have been disowned and rejected by our own people. As a matter of fact, when later the facts were known to the public, there was an outcry against the many concessions we had agreed to in the course of the negotiations."
What was the stance of Maulana Abul Kalam Azad and the Indian National Congress on the minority or communal issue during talks with Sir Stafford Cripps?,"In the whole course of our talks with Sir Stafford Cripps, the so-called minority or communal issue was at no time raised or considered. Indeed, it did not arise at that stage. It was an important issue in considering future constitutional changes, but these had been deliberately put aside after our initial reaction to the British proposals. If the principle of an effective transfer of power to a national government had been agreed to, then the question would no doubt have arisen as to the relative strengths of the various groups represented in it. But as we never reached the stage of agreement on that principle, the other question did not arise and was not considered at all. So far as we were concerned, we were so anxious to have an effective national government enjoying the confidence of the principal parties, that we felt that the question of proportions would not give much trouble. Maulana Abul Kalam Azad, the Congress President, in a letter to Sir Stafford Cripps had said: 'we would point out to you that the suggestions we have put forward are not ours only but may be considered to be the unanimous demand of the Indian people. On these matters, there is no difference of opinion among various groups and parties, and the difference is as between the Indian people as a whole and the British government. Such differences as exist in India relate to constitutional changes in the future. We are agreeable to the postponement of this issue so that the largest possible measure of unity might be achieved in the present crisis for the defence of India. It would be a tragedy that even when there is this unanimity of opinion in India, the British government should prevent a free national government from functioning and from serving the cause of India as well as the larger causes for which millions are suffering and dying today.' In a subsequent and final letter of the Congress President, it was stated: 'we are not interested in the Congress as such gaining power, but we are interested in the Indian people as a whole having freedom and power. . . . We are convinced that if the British government did not pursue a policy of encouraging disruption, all of us, to whatever party or group we belonged, would be able to come together and find a common line of action."
What was the main concern addressed in the letter mentioned?,"Disruption here with that end in view, than to an effective defence of India against the aggression and invasion that overhang us. To us, and to all Indians, the dominant consideration is the defence and safety of India, and it is by that test that we judge.' In this letter he also made clear our position in regard to defence."
What are the differences in the conceptions of defense between the Indian government and the British government?,"No one has suggested any restrictions on the normal powers of the commander-in-chief. Indeed, we went beyond this and were prepared to agree to further powers being given to him as war minister. But it is clear that the British government's conception and ours in regard to defence differ greatly. For us, it means giving it a national character and calling upon every man and woman in India to participate in it. It means trusting our own people and seeking their full cooperation in this great effort. The British government's view seems to be based on an utter lack of confidence in the Indian people and in withholding real power from them."
What were the reactions of the Indian government and people towards Sir Stafford Cripps' statements and actions?,"You refer to the paramount duty and responsibility of His Majesty's government in regard to defence. That duty and responsibility cannot be discharged effectively unless the Indian people are made to have and feel their responsibility, and the recent past stands witness to this. The Government of India does not realize that the war can only be fought on a popular basis. Almost immediately after this last letter of the Congress President, Sir Stafford Cripps returned to England by air. But before he did so, and on his return, he made certain statements to the public which were contrary to the facts and which were bitterly resented in India. In spite of contradiction by responsible persons in India, these statements were repeated by Sir Stafford and others."
Why were the British proposals rejected by every single party or group in India except for the Muslim League?,"The British proposals had been rejected, not by the Congress only, but by every single party or group in India. Even the most moderate of our politicians had expressed their disapproval of them. Apart from the Muslim League, the reasons for disapproval were more or less the same. The Muslim League, as has been its custom, waited for others to express their opinions and then, for its own reasons, rejected the proposals."
What was the real question that came in the way of agreement during the time when the invasion of India seemed imminent?,"Especially in the defence of India. The war was the dominant issue and thought in men's minds, and the invasion of India seemed imminent. And yet it was not the war that came in the way of agreement, for that war would inevitably have to be conducted by experts and not by laymen. On the conduct of the war itself it was easy to come to an agreement. The real question was the transfer of power to the national government. It was the old issue of Indian nationalism versus British imperialism, and on that issue, war or no war, the British governing class in England and in India was determined to hold on to what it had. Behind them stood the imposing figure of Mr."
What was the reason behind the strong and bitter reaction to the abrupt termination of the Cripps' negotiations and Sir Stafford's sudden departure in relation to India?,"Winston Churchill. Frustration The abrupt termination of the Cripps' negotiations and Sir Stafford's sudden departure came as a surprise. Was it to make this feeble offer, which turned out to be, so far as the present was concerned, a mere repetition of what had been repeatedly said before—was it for this that a member of the British War Cabinet had journeyed to India? Or had all this been done merely as a propaganda stunt for the people of the U.S.A.? The reaction was strong and bitter. There was no hope of a settlement with Britain; no chance was given to the people of India even to defend their country against invasion as they wanted to."
What caused the destruction of tens of thousands of river boats in eastern Bengal and how did it impact transportation in the region?,"Meanwhile, the chances of that invasion were growing and hordes of starving Indian refugees were pouring across the eastern frontiers of India. In eastern Bengal, in a panicky state of mind in anticipation of an invasion, tens of thousands of river boats were destroyed. (It was subsequently stated that this had been done by a mistaken interpretation of an official order.) That vast area was full of waterways and the only transport possible was by these boats."
What were the consequences of the destruction caused by the events in Bengal and the false rumor in Madras during wartime?,"Their destruction isolated large communities, destroyed their means of livelihood and transport, and was one of the contributory causes of the Bengal famine. Preparations were made for largescale withdrawals from Bengal, and a repetition of what had happened in Rangoon and lower Burma seemed probable. In the city of Madras, a vague and unconfirmed (and, as it turned out, a false) rumour of the approach of a Japanese fleet led to the sudden departure of high government officials and even to a partial destruction of harbour facilities. It seemed that the civilian administration of India was suffering from a nervous breakdown. It was strong only in its suppression of Indian nationalism."
How did the British policies hinder the efforts of the Indian people to organize for resistance during World War II?,"Of aircraft, and was slowly changing the military situation. The only way we could have helped was by changing the whole atmosphere of the home front, by creating enthusiasm in the people and a fierce desire to resist at all costs, by building up citizen forces for this purpose and home guards and the like. That had been made terribly difficult for us by British policy. Even on the eve of invasion no Indian outside the regular army could be trusted with a gun, and even our attempts to organize unarmed self-defence units in villages were disapproved and sometimes suppressed. Far from encouraging the organization of popular resistance the British authorities were afraid of this, for they had long been accustomed to look upon all popular self-defence organization as seditious and dangerous to British rule. They had to follow their old policy, for the only alternative was to accept a national government relying on the people and organizing them for defence. This alternative had been definitely rejected by them and there was no middle course or half-way house. Inevitably they were led to treat the people as chattels, who were to be allowed no initiative and were to be used and disposed of entirely according to their own wishes. The All-India Congress Committee, which met at the end of April 1942, declared its deep resentment at this policy and treatment, and said that it could never accept a position which involved our functioning as slaves of foreign authority."
What instructions were given to the civilian population in case of invasion?,"Nevertheless, we could not remain silent and inert spectators of the tragedy that seemed to be imminent. We had to advise the people, the vast masses of the civilian population, as to what they should do in case of invasion. We told them that in spite of their indignation against British policy they must not interfere in any way with the operations of the British or allied armed forces, as this would be giving indirect aid to the enemy aggressor. Further, they must on no account submit to the invader, or obey his orders, or accept any favors from him. If the invading forces sought to take possession of the people's homes and fields, they must be resisted even unto death. This resistance was to be peaceful; it was to be the completest form of non-cooperation with the enemy."
What obstacles prevented the guerrilla units from effectively harassing the enemy during the occupation?,"To harass the enemy. But this was not possible for us, for it requires training, arms, and the full cooperation of the regular army. And even if some guerrilla units could have been trained, the rest of the population remained. Normally, the civilian population is expected to submit to enemy occupation. Indeed, it was known that directions had been issued by British authorities in certain threatened areas advising submission, even by some of the petty officials, to the enemy when the army and the higher officials withdrew."
What was the strategy behind promoting peaceful non-cooperation in the face of an advancing enemy force?,"We knew perfectly well that peaceful non-cooperation could not stop an advancing enemy force. We knew also that most of the civilian inhabitants would find it difficult to resist even if they wanted to do so. Nevertheless, we hoped that some leading personalities in the towns and villages occupied by the enemy would refuse to submit or carry out the enemy's orders or help in getting provisions or in any other way. That would have meant swift punishment for them, very probably death as well as reprisals."
What steps were taken to address the food problem and potential refugee crisis in the face of official opposition and impending war situation?,"We expected this non-submission and resistance to death of even a limited number of persons to have a powerful effect on the general population, not only in the area concerned but in the rest of India. Thus we hoped that a national spirit of resistance might be built up. For some months previously we had been organizing, often in the face of official opposition, food committees and self-defence units in towns and villages. The food problem was troubling us and we feared a crisis in view of the increasing difficulties of transport and other developments of the war situation. Government was doing next to nothing in regard to this. We tried to organize self-sufficient units, especially in the rural areas, and to encourage primitive methods of transport by bullock-cart in case modern methods failed. There was also the possibility of large numbers of refugees and evacuees suddenly marching west, as they had done in China, in case of invasion from the east. We tried to prepare ourselves to receive them and provide for them."
What was the purpose of the self-defense units and their role during air raids and invasions?,"All this was exceedingly difficult, indeed hardly possible, without the cooperation of the government, yet we made such attempts as we could. The purpose of the self-defense units was to help in these tasks and to prevent panic and keep order in their respective areas. Air raids and the news of invasion, even in a distant area, might well cause panic in the civilian population, and it was important to stop this. The official measures taken in this behalf were totally insufficient and looked upon with distrust by the public. In the rural areas, dacoities and robberies were on the increase."
What was hindering the effective cooperation between the governmental apparatus and the people in facing the crisis?,"Action could come only through complete cooperation between the governmental apparatus and the people, and that had been found to be impossible. It was a heart-breaking situation, for while the crisis called to us and we were bubbling over with the desire to act, effective action was denied us. Catastrophe and disaster advanced with tremendous strides towards us while India lay helpless and inert, bitter and sullen, a battleground for rival and foreign forces."
What was the author's perspective on the prospect of a Japanese invasion of India during wartime?,"Much as I hated war, the prospect of a Japanese invasion of India had in no way frightened me. At the back of my mind I was in a sense attracted to this coming of war, horrible as it was, to India. For I wanted a tremendous shake-up, a personal experience for millions of people, which would drag them out of that peace of the grave that Britain had imposed upon us. Something that would force them to face the reality of today and to outgrow the past which clung to them so tenaciously, to get beyond the petty political squabbles and exaggerations of temporary problems which filled their minds. Not to break with the past, and yet not to live in it; realize the present and look to the future... To change the rhythm of life and make it in tune with this present and future. The cost of war was heavy, and the consequences full of uncertainty. That war was not of our seeking, but since it had come, it could be made to harden the fiber of the nation and provide those vital experiences out of which a new life might blossom forth."
"What emotions did the war bring to India, and how did the people feel about the impending disaster?","Vast numbers would die, that was inevitable, but it is better to die in war than through famine; it is better to die than to live a miserable, hopeless life. Out of death, life is born afresh, and individuals and nations who do not know how to die, do not know also how to live. 'Only where there are graves are there resurrections.' But though the war had come to India, it had brought no exhilaration of the spirit to us, no pouring out of our energies in some glad endeavor, when pain and death were forgotten and self itself ignored and only the cause of freedom counted and the vision of the future that lay beyond. Only the suffering and sorrow were for us, and an awareness of impending disaster which sharpened our perceptions and quickened pain, and which we could not even help to avert. A brooding sense of inevitable and ineluctable tragedy grew upon us, a tragedy that was both personal and national."
What is the significance of Rabindranath Tagore's last testament and its implications for India's future amidst a backdrop of repeating follies and disasters caused by nature's blind forces and humanity's desires and ideals being disregarded?,"Repetition of past follies and disasters, a play of nature's blind forces which took no cognizance of man's wishes and ideals? What was going to be the fate of India? We thought of Rabindranath Tagore's last testament, his death-bed message given the year before: ' . . . the demon of barbarity has given up all pretence and has emerged with unconcealed fangs ready to tear up humanity in an orgy of devastation."
What is the impact of hatred and violence on the world today?,"From one end of the world to the other the poisonous fumes of hatred darken the atmosphere. The spirit of violence which perhaps lay dormant in the psychology of the West has at last roused itself and desecrated the spirit of man. 'The wheels of fate will someday compel the English to give up their Indian empire. But what kind of India will they leave behind, what stark misery? When the stream of their centuries' administration runs dry at last, what a waste of mud and filth they will leave behind! I had one time believed that the springs of civilization would issue out of the heart of Europe. But today when I am about to quit the world that faith has gone bankrupt altogether."
"What keeps you hopeful amidst the ruins of a once-proud civilization, foreseeing a new chapter in human history filled with service and sacrifice?","As I look round I see the crumbling ruins of a proud civilization strewn like a vast heap of futility. And yet I shall not commit the grievous sin of losing faith in man. I would rather look forward to the opening of a new chapter in his history after the cataclysm is over and the atmosphere rendered clean with the spirit of service and sacrifice. Perhaps that dawn will come from this horizon, from the east where the sun rises. A day will come when unvanquished man will retrace his path of conquest, despite all barriers, to win back his lost human heritage."
